"NAME","MEETINGNAME__C","MEETINGNO__C","TT_TIMESTAMPBYL__C","TT_NAMEFORTICKET__C","TT_STARTDATE__C","TT_ENDDATE__C","TT_CANCEL__C","TT_ITEMNAME__C","TT_INTERNALORDERTAXABLE__C","TT_INTERNALORDERNONTAXABLE__C","TT_ACCOUNTCODETAXABLE__C","TT_ACCOUNTCODENONTAXABLE__C","TT_ZETIACODE__C","TT_NUMBEROFINVITEDMEMBEREMPEXCEPT__C","TT_NUMBEROFINVITEDMEMBEREMP__C","TT_SRM_ORDERCLASSIFICATION__C","TT_PLANPERSONBU_NAMEEN__C","TT_PLANPERSONAREANAME__C","TT_PLANPERSONFS_NAME__C","TT_PLANPERSONNAMEKANJI__C","TT_PLANPERSONNAME__C","TT_PLANPERSONEMAIL__C","TT_PLANPERSONMOBILEMAIL__C","TT_PLANPERSONMOBILE__C","TT_PLANPERSONPHONE__C","TT_COSTCENTER__C","TT_ARRANGEPERSONBU_NAMEEN__C","TT_ARRANGEPERSONAREANAME__C","TT_ARRANGEPERSONFS_NAME__C","TT_ARRANGEPERSONNAMEKANJI__C","TT_ARRANGEPERSONNAME__C","TT_ARRANGEPERSONPHONE__C","TT_ARRANGEPERSONEMAIL__C","TT_ARRANGEPERSONMOBILE__C","TT_ARRANGEPERSONMOBILEMAIL__C","TT_BUDGETTAXABLETOTAL__C","TT_BUDGETNONTAXABLETOTAL__C","TT_BUDGETTAXABLEPARTY__C","TT_BUDGETTAXABLEDISCUSSION__C","TT_MEETINGPLACENAME__C","TT_STATUSREQUEST__C","TT_LASTMODIFIEDDATE__C","INVALID__C"
"ACTIS-主催講演会-asanaka-C05","ACTIS-主催講演会-asanaka-C05","MTG14-00001528","20140619021020","ACTIS-主催講演","20140424","20140425","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-06-19T02:10:20.000Z","false"
"ACTIS-主催講演会-asanaka-C06","ACTIS-主催講演会-asanaka-C06","MTG14-00001529","20140616082122","ACTIS-主催講演","20140424","20140425","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","6844000","1111111111","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","actis5mr1@yahoo.co.jp","09011112222","test@keitai.com","0.0","50000.0","0.0","0.0","","1.0","2014-06-16T08:21:22.000Z","false"
"ｌｌ","ｋｋ","MTG14-00001530","20140428022541","","20140417","20140417","0","ＨＣＣ","","GDYA00201300","6831200","6844000","","0.0","0.0","0","","","","","Ozaki Sachiko","ozaki_sck@actis.co.jp","","","","","","","","","Ozaki Sachiko","","ozaki_sck@actis.co.jp","","","0.0","0.0","0.0","0.0","","0.0","2014-04-28T02:25:41.000Z","false"
"test0417","test","MTG14-00001531","20140417074109","","20140419","20140419","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6701000","","0.0","0.0","0","","","","","Seino Kazuhiro","kazuhiro.seino@bayer.com.fullsand","","","","","","","","","Seino Kazuhiro","","kazuhiro.seino@bayer.com.fullsand","","","0.0","0.0","0.0","0.0","","0.0","2014-04-17T07:41:09.000Z","false"
"ｌｌ","ｋｋ","MTG14-00001532","20140417072836","","20140425","20140425","0","ＨＣＣ","G3YA00201300","GDYA00201300","6831200","6701000","","0.0","0.0","0","","","","","Ozaki Sachiko","ozaki_sck@actis.co.jp","","","","","","","","","Ozaki Sachiko","","ozaki_sck@actis.co.jp","","","0.0","0.0","0.0","0.0","","0.0","2014-04-17T07:28:36.000Z","false"
"ｌｌ","ｊｊ","MTG14-00001533","20140417073609","","20140419","20140419","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","0.0","0.0","0","","","","","Ozaki Sachiko","ozaki_sck@actis.co.jp","","","","","","","","","Ozaki Sachiko","","ozaki_sck@actis.co.jp","","","0.0","0.0","0.0","0.0","","0.0","2014-04-17T07:36:09.000Z","false"
"コピーテストWEBカンファレンス","【会合名欄】テストWEBカンファレンス","MTG14-00001534","20140417094725","","20140418","20140418","0","イグザレルト","G3YA00100705","GDYA00100705","6831200","6844000","","300.0","0.0","0","BSP","ＢＳＰ","ＢＳＰ","元林 由里","Motobayashi Yuri","nozomi.test1@bayer.com","yuri.motobayashi@bayer.com","81(90)1482-3305","81(6)6133-7185","YA00650107","BSP","ＢＳＰ","ＢＳＰ","元林 由里","Motobayashi Yuri","81(6)6133-7185","nozomi.test1@bayer.com","81(90)1482-3305","yuri.motobayashi@bayer.com","0.0","2000000.0","0.0","0.0","木村情報大阪スタジオ","0.0","2014-04-17T09:47:25.000Z","false"
"アイリーア説明会代理承認テスト","アイリーア説明会代理承認テスト","MTG14-00001535","20140418011019","","20140418","20140418","0","アイリーア","","GDYA00200550","6831200","6844000","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000.0","0.0","0.0","","1.0","2014-04-18T01:10:19.000Z","false"
"アイリーア外来講師代理承認テスト","アイリーア外来講師代理承認テスト","MTG14-00001536","20140418011041","","20140419","20140419","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6701000","","0.0","2.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","30000.0","10000.0","30000.0","0.0","","1.0","2014-04-18T01:10:41.000Z","false"
"アイリーア主催講演会代理承認テスト","アイリーア主催講演会代理承認テスト","MTG14-00001537","20140418024633","アイリーア主催講演会","20140420","20140420","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6844000","","50.0","3.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","75000.0","500000.0","75000.0","0.0","","1.0","2014-04-18T02:46:33.000Z","false"
"眼科学会共催代理承認テスト","眼科学会セッション","MTG14-00001538","20140418024445","","20140420","20140420","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6844000","","50.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","100000.0","0.0","0.0","","1.0","2014-04-18T02:44:45.000Z","false"
"その他会合代理承認テスト","その他会合","MTG14-00001539","20140418011439","","20140420","20140420","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6479990","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","20000.0","0.0","0.0","","1.0","2014-04-18T01:14:39.000Z","false"
"その他会合PDMAF","その他会合PDMAF","MTG14-00001540","20140418011428","","20140420","20140420","0","","Aaa0000001","Aaa0000001","6831200","6831300","","1.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","10000.0","0.0","0.0","","1.0","2014-04-18T01:14:28.000Z","false"
"プロモーション資材代理承認テスト","プロマテ会合","MTG14-00001541","20140418011239","","20140420","20140420","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6761100","","1.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","10000.0","0.0","0.0","","1.0","2014-04-18T01:12:39.000Z","false"
"アイリーア説明会後から代理設定テスト","アイリーア説明会後から代理設定テスト","MTG14-00001542","20140421013104","","20140422","20140422","0","アイリーア","","GDYA00200550","6831200","6844000","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-04-21T01:31:04.000Z","false"
"アイリーア説明会途中で無効化テスト","アイリーア説明会途中で無効化テスト","MTG14-00001543","20140421013443","","20140422","20140422","0","アイリーア","","GDYA00200550","6831200","6844000","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-04-21T01:34:43.000Z","false"
"アイリーア説明会途中で無効化テスト２","アイリーア説明会途中で無効化テスト２","MTG14-00001544","20140421013740","","20140422","20140422","0","アイリーア","","GDYA00200550","6831200","6844000","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-04-21T01:37:40.000Z","false"
"Sumi ぷろまて","会合","MTG14-00001545","20140421023630","","20140422","20140423","0","イグザレルト","G3YA00100705","GDYA00100705","6831200","6761100","","10.0","0.0","0","R&I","西日本","大阪","宇山 誠司","Uyama Seiji","seiji.uyama@bayer.com.fullsand","byl.0630.0208@docomo.ne.jp","81(90)1581-3358","","YA006D6201","","","京滋北陸","","Sumi Takuto","","takuto.sumi@bayer.com.fullsand","","","0.0","100000.0","0.0","0.0","","1.0","2014-04-21T02:36:30.000Z","false"
"ACTIS-プロマテ-asanaka-G05","","MTG14-00001546","20140421054156","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","0.0","0.0","0.0","0.0","","1.0","2014-04-21T05:41:56.000Z","false"
"ACTIS-プロマテ-asanaka-G06","","MTG14-00001547","20140422020016","","","","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6761100","","0.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","junichi.asanaka@bayer.com.fullsand","test@keitai.com","09011112222","","YA656333B0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","","junichi.asanaka@bayer.com.fullsand","09011112222","test@keitai.com","0.0","0.0","0.0","0.0","","1.0","2014-04-22T02:00:16.000Z","false"
"アイリーア説明会途中で無効化テスト3","アイリーア説明会途中で無効化テスト3","MTG14-00001548","20140421080955","","20140422","20140422","0","アイリーア","","GDYA00200550","6831200","6844000","","2.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-04-21T08:09:55.000Z","false"
"アイリーア説明会再割当","アイリーア説明会再割当","MTG14-00001549","20140422052915","","20140422","20140422","0","アイリーア","","GDYA00200550","6831200","6844000","","2000.0","0.0","0","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","atsushi.kabaya@bayer.com.fullsand","byl.0630.3738@docomo.ne.jp","81(90)5095-7347","","YA006S4000","OPH","東日本","東日本","蒲谷 敦史","Kabaya Atsushi","","atsushi.kabaya@bayer.com.fullsand","81(90)5095-7347","byl.0630.3738@docomo.ne.jp","0.0","6000000.0","0.0","0.0","","0.0","2014-04-22T05:29:15.000Z","false"
"ChangeManageMent No.209","test","MTG14-00001550","20140422055505","","20140423","20140423","0","ゼチーア","G3YA00100735","GDYA00100735","6831200","6701000","","0.0","0.0","0","WHD","東京","東京","加藤 聡美","Kato Satomi","satomi.kato@bayer.com.fullsand","byl.0838.5324@docomo.ne.jp","+81-80-8529-8107","","YA006W4500","WHD","東京","東京","加藤 聡美","Kato Satomi","","satomi.kato@bayer.com.fullsand","+81-80-8529-8107","byl.0838.5324@docomo.ne.jp","0.0","0.0","0.0","0.0","test","1.0","2014-04-22T05:55:05.000Z","false"
"テスト会社：プライマリケアーリサーチ","テスト会社：プライマリケアーリサーチ","MTG14-00001551","20140715055709","","20140423","20140423","0","ホスレノール","G3YA00100850","GDYA00100850","6831200","6844000","","10.0","0.0","0","R&I","西日本","大阪","宇山 誠司","Uyama Seiji","nozomi.test1@bayer.com","byl.0630.0208@docomofull.ne.jp","81(90)1581-3358","","YA006D6201","R&I","西日本","大阪","宇山 誠司","Uyama Seiji","","nozomi.test1@bayer.com","81(90)1581-3358","byl.0630.0208@docomofull.ne.jp","0.0","100000.0","0.0","0.0","","1.0","2014-07-15T05:57:09.000Z","false"
"ACTIS-主催講演会-TOH01","ACTIS-主催講演会-TOH01","MTG14-00001553","20140423063416","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","WHD","北日本","北日本","村山 弘治","Murayama Koji","koji.murayama@bayer.com.fullsand","byl.0766.2510@docomo.ne.jp","81(80)2431-0948","","YA006W4500","WHD","北日本","北日本","村山 弘治","Murayama Koji","","koji.murayama@bayer.com.fullsand","81(80)2431-0948","byl.0766.2510@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T06:34:16.000Z","false"
"ACTIS-主催講演会-HOK01","ACTIS-主催講演会-HOK01","MTG14-00001552","20140423061626","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","OPH","東日本","東日本","柴田 厚成","Shibata Kosei","kosei.shibata@bayer.com.fullsand","byl.0629.9161@docomo.ne.jp","81(90)1581-3014","81(6)6133-6645","YA006S4000","OPH","東日本","東日本","柴田 厚成","Shibata Kosei","81(6)6133-6645","kosei.shibata@bayer.com.fullsand","81(90)1581-3014","byl.0629.9161@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T06:16:26.000Z","false"
"ACTIS-主催講演会-KIT01","ACTIS-主催講演会-KIT01","MTG14-00001554","20140423063641","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","OPH","東日本","東日本","藤田 英生","Fujita Hideo","hideo.fujita@bayer.com.fullsand","byl.0797.2846@docomo.ne.jp","+81-90-1891-7098","","YA006S4000","OPH","東日本","東日本","藤田 英生","Fujita Hideo","","hideo.fujita@bayer.com.fullsand","+81-90-1891-7098","byl.0797.2846@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T06:36:41.000Z","false"
"ACTIS-主催講演会-TKY01","ACTIS-主催講演会-TKY01","MTG14-00001555","20140423065839","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","OPH","関東","関東","宮崎 英祐","Miyazaki Eisuke","eisuke.miyazaki@bayer.com.fullsand","byl.0630.4289@docomo.ne.jp","81(90)3059-5719","","YA006S3011","OPH","関東","関東","宮崎 英祐","Miyazaki Eisuke","","eisuke.miyazaki@bayer.com.fullsand","81(90)3059-5719","byl.0630.4289@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T06:58:39.000Z","false"
"ACTIS-主催講演会-CHS01","ACTIS-主催講演会-CHS01","MTG14-00001556","20140423070132","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","ONH","東日本","南関東","佐渡 弘隆","Sado Hirotaka","hirotaka.sado@bayer.com.fullsand","byl.0699.9457@docomo.ne.jp","81(80)2404-3091","","YA00680000","ONH","東日本","南関東","佐渡 弘隆","Sado Hirotaka","","hirotaka.sado@bayer.com.fullsand","81(80)2404-3091","byl.0699.9457@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T07:01:32.000Z","false"
"ACTIS-主催講演会-KAN01","ACTIS-主催講演会-KAN01","MTG14-00001557","20140724095821","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","CEB","ＤＭ","首都圏","浅中 純一","Asanaka Junichi","actis5mr1@yahoo.co.jp","test@keitai.com","09011112222","","YA656333B0","WHD","北日本","北日本","村山 弘治","Murayama Koji","","koji.murayama@bayer.com.fullsand","81(80)2431-0948","byl.0766.2510@docomofull.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-07-24T09:58:21.000Z","false"
"ACTIS-主催講演会-TOK01","ACTIS-主催講演会-TOK01","MTG14-00001558","20140423070506","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","WHD","東海","東海","牧野 勲","Makino Isao","isao.makino@bayer.com.fullsand","byl.0630.3622@docomo.ne.jp","81(90)5095-7490","","YA006W4500","WHD","東海","東海","牧野 勲","Makino Isao","","isao.makino@bayer.com.fullsand","81(90)5095-7490","byl.0630.3622@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T07:05:06.000Z","false"
"ACTIS-主催講演会-KEI01","ACTIS-主催講演会-KEI01","MTG14-00001559","20140423071321","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","WHD","京滋北陸","京滋北陸","山内 一久","Yamauchi Kazuhisa","kazuhisa.yamauchi@bayer.com.fullsand","byl.0629.7932@docomo.ne.jp","81(90)1581-3355","","YA006W4500","WHD","京滋北陸","京滋北陸","山内 一久","Yamauchi Kazuhisa","","kazuhisa.yamauchi@bayer.com.fullsand","81(90)1581-3355","byl.0629.7932@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T07:13:21.000Z","false"
"ACTIS-主催講演会-OSK01","ACTIS-主催講演会-OSK01","MTG14-00001560","20140423071946","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","kazue.shibuya@bayer.com.fullsand","byl.0630.3762@docomo.ne.jp","81(90)3271-8388","","YA00680000","ONH","西日本","大阪第１","渋谷 一衛","Shibuya Kazue","","kazue.shibuya@bayer.com.fullsand","81(90)3271-8388","byl.0630.3762@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T07:19:46.000Z","false"
"ACTIS-主催講演会-CHU01","ACTIS-主催講演会-CHU01","MTG14-00001561","20140423072342","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","ONH","西日本","中国","橋本 邦朗","Hashimoto Kuniro","kuniro.hashimoto@bayer.com.fullsand","byl.0621.3984@docomo.ne.jp","81(80)2405-1582","81(82)511-0666","YA00680000","ONH","西日本","中国","橋本 邦朗","Hashimoto Kuniro","81(82)511-0666","kuniro.hashimoto@bayer.com.fullsand","81(80)2405-1582","byl.0621.3984@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T07:23:42.000Z","false"
"ACTIS-主催講演会-KYU01","ACTIS-主催講演会-KYU01","MTG14-00001562","20140423072715","","20140430","20140430","0","ネクサバール","G3YA00201200","GDYA00201200","6831200","6844000","","100.0","0.0","0","ONH","西日本","九州第１","北代 敦士","Kitadai Atsushi","atsushi.kitadai@bayer.com.fullsand","byl.0630.4106@docomo.ne.jp","+81-90-6829-1436","","YA00680000","ONH","西日本","九州第１","北代 敦士","Kitadai Atsushi","","atsushi.kitadai@bayer.com.fullsand","+81-90-6829-1436","byl.0630.4106@docomo.ne.jp","0.0","50000.0","0.0","0.0","","1.0","2014-04-23T07:27:15.000Z","false"
